Sound type/Voice set id	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	
Ouch1	5028	5128	5228	5328	5428	5528	5628	5728	5828	5928	6028	6128	6228	6328	6428	6528	6628	6728	6828	6928	7028	7128	7228	7328	7428	7528	7628	7728	7828	7928
Ouch2	5029	5129	5229	5329	5429	5529	5629	5729	5829	5929	6029	6129	6229	6329	6429	6529	6629	6729	6829	6929	7029	7129	7229	7329	7429	7529	7629	7729	7829	7929
Injured1	5030	5130	5230	5330	5430	5530	5630	5730	5830	5930	6030	6130	6230	6330	6430	6530	6630	6730	6830	6930	7030	7130	7230	7330	7430	7530	7630	7730	7830	7930
Injured2	5031	5131	5231	5331	5431	5531	5631	5731	5831	5931	6031	6131	6231	6331	6431	6531	6631	6731	6831	6931	7031	7131	7231	7331	7431	7531	7631	7731	7831	7931
HardInjured1	5032	5132	5232	5332	5432	5532	5632	5732	5832	5932	6032	6132	6232	6332	6432	6532	6632	6732	6832	6932	7032	7132	7232	7332	7432	7532	7632	7732	7832	7932
HardInjured2	5033	5133	5233	5333	5433	5533	5633	5733	5833	5933	6033	6133	6233	6333	6433	6533	6633	6733	6833	6933	7033	7133	7233	7333	7433	7533	7633	7733	7833	7933
Mad1	5034	5134	5234	5334	5434	5534	5634	5734	5834	5934	6034	6134	6234	6334	6434	6534	6634	6734	6834	6934	7034	7134	7234	7334	7434	7534	7634	7734	7834	7934
Mad2	5035	5135	5235	5335	5435	5535	5635	5735	5835	5935	6035	6135	6235	6335	6435	6535	6635	6735	6835	6935	7035	7135	7235	7335	7435	7535	7635	7735	7835	7935
Mad3	5036	5136	5236	5336	5436	5536	5636	5736	5836	5936	6036	6136	6236	6336	6436	6536	6636	6736	6836	6936	7036	7136	7236	7336	7436	7536	7636	7736	7836	7936
Mad4	5037	5137	5237	5337	5437	5537	5637	5737	5837	5937	6037	6137	6237	6337	6437	6537	6637	6737	6837	6937	7037	7137	7237	7337	7437	7537	7637	7737	7837	7937
Misc1	5038	5138	5238	5338	5438	5538	5638	5738	5838	5938	6038	6138	6238	6338	6438	6538	6638	6738	6838	6938	7038	7138	7238	7338	7438	7538	7638	7738	7838	7938
Misc2	5039	5139	5239	5339	5439	5539	5639	5739	5839	5939	6039	6139	6239	6339	6439	6539	6639	6739	6839	6939	7039	7139	7239	7339	7439	7539	7639	7739	7839	7939
Misc3	5040	5140	5240	5340	5440	5540	5640	5740	5840	5940	6040	6140	6240	6340	6440	6540	6640	6740	6840	6940	7040	7140	7240	7340	7440	7540	7640	7740	7840	7940
Misc4	5041	5141	5241	5341	5441	5541	5641	5741	5841	5941	6041	6141	6241	6341	6441	6541	6641	6741	6841	6941	7041	7141	7241	7341	7441	7541	7641	7741	7841	7941
Misc5	5042	5142	5242	5342	5442	5542	5642	5742	5842	5942	6042	6142	6242	6342	6442	6542	6642	6742	6842	6942	7042	7142	7242	7342	7442	7542	7642	7742	7842	7942
Misc6	5043	5143	5243	5343	5443	5543	5643	5743	5843	5943	6043	6143	6243	6343	6443	6543	6643	6743	6843	6943	7043	7143	7243	7343	7443	7543	7643	7743	7843	7943
CantRestHere1	5044	5144	5244	5344	5444	5544	5644	5744	5844	5944	6044	6144	6244	6344	6444	6544	6644	6744	6844	6944	7044	7144	7244	7344	7444	7544	7644	7744	7844	7944
CantRestHere2	5045	5145	5245	5345	5445	5545	5645	5745	5845	5945	6045	6145	6245	6345	6445	6545	6645	6745	6845	6945	7045	7145	7245	7345	7445	7545	7645	7745	7845	7945
NeedMoreGold1	5046	5146	5246	5346	5446	5546	5646	5746	5846	5946	6046	6146	6246	6346	6446	6546	6646	6746	6846	6946	7046	7146	7246	7346	7446	7546	7646	7746	7846	7946
NeedMoreGold2	5047	5147	5247	5347	5447	5547	5647	5747	5847	5947	6047	6147	6247	6347	6447	6547	6647	6747	6847	6947	7047	7147	7247	7347	7447	7547	7647	7747	7847	7947
InventoryFull1	5048	5148	5248	5348	5448	5548	5648	5748	5848	5948	6048	6148	6248	6348	6448	6548	6648	6748	6848	6948	7048	7148	7248	7348	7448	7548	7648	7748	7848	7948
InventoryFull2	5049	5149	5249	5349	5449	5549	5649	5749	5849	5949	6049	6149	6249	6349	6449	6549	6649	6749	6849	6949	7049	7149	7249	7349	7449	7549	7649	7749	7849	7949
Yes!1	5050	5150	5250	5350	5450	5550	5650	5750	5850	5950	6050	6150	6250	6350	6450	6550	6650	6750	6850	6950	7050	7150	7250	7350	7450	7550	7650	7750	7850	7950
Yes!2	5051	5151	5251	5351	5451	5551	5651	5751	5851	5951	6051	6151	6251	6351	6451	6551	6651	6751	6851	6951	7051	7151	7251	7351	7451	7551	7651	7751	7851	7951
Nah1	5052	5152	5252	5352	5452	5552	5652	5752	5852	5952	6052	6152	6252	6352	6452	6552	6652	6752	6852	6952	7052	7152	7252	7352	7452	7552	7652	7752	7852	7952
Nah2	5053	5153	5253	5353	5453	5553	5653	5753	5853	5953	6053	6153	6253	6353	6453	6553	6653	6753	6853	6953	7053	7153	7253	7353	7453	7553	7653	7753	7853	7953
ClosedB1	5054	5154	5254	5354	5454	5554	5654	5754	5854	5954	6054	6154	6254	6354	6454	6554	6654	6754	6854	6954	7054	7154	7254	7354	7454	7554	7654	7754	7854	7954
ClosedB2	5055	5155	5255	5355	5455	5555	5655	5755	5855	5955	6055	6155	6255	6355	6455	6555	6655	6755	6855	6955	7055	7155	7255	7355	7455	7555	7655	7755	7855	7955
LearnSpell1	5056	5156	5256	5356	5456	5556	5656	5756	5856	5956	6056	6156	6256	6356	6456	6556	6656	6756	6856	6956	7056	7156	7256	7356	7456	7556	7656	7756	7856	7956
LearnSpell2	5057	5157	5257	5357	5457	5557	5657	5757	5857	5957	6057	6157	6257	6357	6457	6557	6657	6757	6857	6957	7057	7157	7257	7357	7457	7557	7657	7757	7857	7957
CantLearn1	5058	5158	5258	5358	5458	5558	5658	5758	5858	5958	6058	6158	6258	6358	6458	6558	6658	6758	6858	6958	7058	7158	7258	7358	7458	7558	7658	7758	7858	7958
CantLearn2	5059	5159	5259	5359	5459	5559	5659	5759	5859	5959	6059	6159	6259	6359	6459	6559	6659	6759	6859	6959	7059	7159	7259	7359	7459	7559	7659	7759	7859	7959
No1	5060	5160	5260	5360	5460	5560	5660	5760	5860	5960	6060	6160	6260	6360	6460	6560	6660	6760	6860	6960	7060	7160	7260	7360	7460	7560	7660	7760	7860	7960
No2	5061	5161	5261	5361	5461	5561	5661	5761	5861	5961	6061	6161	6261	6361	6461	6561	6661	6761	6861	6961	7061	7161	7261	7361	7461	7561	7661	7761	7861	7961
Hello1	5062	5162	5262	5362	5462	5562	5662	5762	5862	5962	6062	6162	6262	6362	6462	6562	6662	6762	6862	6962	7062	7162	7262	7362	7462	7562	7662	7762	7862	7962
Hello2	5063	5163	5263	5363	5463	5563	5663	5763	5863	5963	6063	6163	6263	6363	6463	6563	6663	6763	6863	6963	7063	7163	7263	7363	7463	7563	7663	7763	7863	7963
Hello3	5064	5164	5264	5364	5464	5564	5664	5764	5864	5964	6064	6164	6264	6364	6464	6564	6664	6764	6864	6964	7064	7164	7264	7364	7464	7564	7664	7764	7864	7964
Hello4	5065	5165	5265	5365	5465	5565	5665	5765	5865	5965	6065	6165	6265	6365	6465	6565	6665	6765	6865	6965	7065	7165	7265	7365	7465	7565	7665	7765	7865	7965
Hello5	5066	5166	5266	5366	5466	5566	5666	5766	5866	5966	6066	6166	6266	6366	6466	6566	6666	6766	6866	6966	7066	7166	7266	7366	7466	7566	7666	7766	7866	7966
Hello6	5067	5167	5267	5367	5467	5567	5667	5767	5867	5967	6067	6167	6267	6367	6467	6567	6667	6767	6867	6967	7067	7167	7267	7367	7467	7567	7667	7767	7867	7967
n/u	5068	5168	5268	5368	5468	5568	5668	5768	5868	5968	6068	6168	6268	6368	6468	6568	6668	6768	6868	6968	7068	7168	7268	7368	7468	7568	7668	7768	7868	7968
n/u	5069	5169	5269	5369	5469	5569	5669	5769	5869	5969	6069	6169	6269	6369	6469	6569	6669	6769	6869	6969	7069	7169	7269	7369	7469	7569	7669	7769	7869	7969
n/u	5070	5170	5270	5370	5470	5570	5670	5770	5870	5970	6070	6170	6270	6370	6470	6570	6670	6770	6870	6970	7070	7170	7270	7370	7470	7570	7670	7770	7870	7970
n/u	5071	5171	5271	5371	5471	5571	5671	5771	5871	5971	6071	6171	6271	6371	6471	6571	6671	6771	6871	6971	7071	7171	7271	7371	7471	7571	7671	7771	7871	7971
Win!1	5072	5172	5272	5372	5472	5572	5672	5772	5872	5972	6072	6172	6272	6372	6472	6572	6672	6772	6872	6972	7072	7172	7272	7372	7472	7572	7672	7772	7872	7972
Win!2	5073	5173	5273	5373	5473	5573	5673	5773	5873	5973	6073	6173	6273	6373	6473	6573	6673	6773	6873	6973	7073	7173	7273	7373	7473	7573	7673	7773	7873	7973
Heh1	5074	5174	5274	5374	5474	5574	5674	5774	5874	5974	6074	6174	6274	6374	6474	6574	6674	6774	6874	6974	7074	7174	7274	7374	7474	7574	7674	7774	7874	7974
Heh2	5075	5175	5275	5375	5475	5575	5675	5775	5875	5975	6075	6175	6275	6375	6475	6575	6675	6775	6875	6975	7075	7175	7275	7375	7475	7575	7675	7775	7875	7975
LastStanding1	5076	5176	5276	5376	5476	5576	5676	5776	5876	5976	6076	6176	6276	6376	6476	6576	6676	6776	6876	6976	7076	7176	7276	7376	7476	7576	7676	7776	7876	7976
LastStanding2	5077	5177	5277	5377	5477	5577	5677	5777	5877	5977	6077	6177	6277	6377	6477	6577	6677	6777	6877	6977	7077	7177	7277	7377	7477	7577	7677	7777	7877	7977
HardFightEnd	5078	5178	5278	5378	5478	5578	5678	5778	5878	5978	6078	6178	6278	6378	6478	6578	6678	6778	6878	6978	7078	7178	7278	7378	7478	7578	7678	7778	7878	7978
Enter1	5079	5179	5279	5379	5479	5579	5679	5779	5879	5979	6079	6179	6279	6379	6479	6579	6679	6779	6879	6979	7079	7179	7279	7379	7479	7579	7679	7779	7879	7979
Enter2	5080	5180	5280	5380	5480	5580	5680	5780	5880	5980	6080	6180	6280	6380	6480	6580	6680	6780	6880	6980	7080	7180	7280	7380	7480	7580	7680	7780	7880	7980
Enter3	5081	5181	5281	5381	5481	5581	5681	5781	5881	5981	6081	6181	6281	6381	6481	6581	6681	6781	6881	6981	7081	7181	7281	7381	7481	7581	7681	7781	7881	7981
Yes1	5082	5182	5282	5382	5482	5582	5682	5782	5882	5982	6082	6182	6282	6382	6482	6582	6682	6782	6882	6982	7082	7182	7282	7382	7482	7582	7682	7782	7882	7982
Yes2	5083	5183	5283	5383	5483	5583	5683	5783	5883	5983	6083	6183	6283	6383	6483	6583	6683	6783	6883	6983	7083	7183	7283	7383	7483	7583	7683	7783	7883	7983
Thanks1	5084	5184	5284	5384	5484	5584	5684	5784	5884	5984	6084	6184	6284	6384	6484	6584	6684	6784	6884	6984	7084	7184	7284	7384	7484	7584	7684	7784	7884	7984
Thanks2	5085	5185	5285	5385	5485	5585	5685	5785	5885	5985	6085	6185	6285	6385	6485	6585	6685	6785	6885	6985	7085	7185	7285	7385	7485	7585	7685	7785	7885	7985
GoodFight1	5086	5186	5286	5386	5486	5586	5686	5786	5886	5986	6086	6186	6286	6386	6486	6586	6686	6786	6886	6986	7086	7186	7286	7386	7486	7586	7686	7786	7886	7986
GoodFight2	5087	5187	5287	5387	5487	5587	5687	5787	5887	5987	6087	6187	6287	6387	6487	6587	6687	6787	6887	6987	7087	7187	7287	7387	7487	7587	7687	7787	7887	7987
n/u	5088	5188	5288	5388	5488	5588	5688	5788	5888	5988	6088	6188	6288	6388	6488	6588	6688	6788	6888	6988	7088	7188	7288	7388	7488	7588	7688	7788	7888	7988
n/u	5089	5189	5289	5389	5489	5589	5689	5789	5889	5989	6089	6189	6289	6389	6489	6589	6689	6789	6889	6989	7089	7189	7289	7389	7489	7589	7689	7789	7889	7989
n/u	5090	5190	5290	5390	5490	5590	5690	5790	5890	5990	6090	6190	6290	6390	6490	6590	6690	6790	6890	6990	7090	7190	7290	7390	7490	7590	7690	7790	7890	7990
n/u	5091	5191	5291	5391	5491	5591	5691	5791	5891	5991	6091	6191	6291	6391	6491	6591	6691	6791	6891	6991	7091	7191	7291	7391	7491	7591	7691	7791	7891	7991
Move!1	5092	5192	5292	5392	5492	5592	5692	5792	5892	5992	6092	6192	6292	6392	6492	6592	6692	6792	6892	6992	7092	7192	7292	7392	7492	7592	7692	7792	7892	7992
Move!2	5093	5193	5293	5393	5493	5593	5693	5793	5893	5993	6093	6193	6293	6393	6493	6593	6693	6793	6893	6993	7093	7193	7293	7393	7493	7593	7693	7793	7893	7993
n/u	5094	5194	5294	5394	5494	5594	5694	5794	5894	5994	6094	6194	6294	6394	6494	6594	6694	6794	6894	6994	7094	7194	7294	7394	7494	7594	7694	7794	7894	7994
n/u	5095	5195	5295	5395	5495	5595	5695	5795	5895	5995	6095	6195	6295	6395	6495	6595	6695	6795	6895	6995	7095	7195	7295	7395	7495	7595	7695	7795	7895	7995
n/u	5096	5196	5296	5396	5496	5596	5696	5796	5896	5996	6096	6196	6296	6396	6496	6596	6696	6796	6896	6996	7096	7196	7296	7396	7496	7596	7696	7796	7896	7996
n/u	5097	5197	5297	5397	5497	5597	5697	5797	5897	5997	6097	6197	6297	6397	6497	6597	6697	6797	6897	6997	7097	7197	7297	7397	7497	7597	7697	7797	7897	7997
n/u	5098	5198	5298	5398	5498	5598	5698	5798	5898	5998	6098	6198	6298	6398	6498	6598	6698	6798	6898	6998	7098	7198	7298	7398	7498	7598	7698	7798	7898	7998
n/u	5099	5199	5299	5399	5499	5599	5699	5799	5899	5999	6099	6199	6299	6399	6499	6599	6699	6799	6899	6999	7099	7199	7299	7399	7499	7599	7699	7799	7899	7999

Man	x	-	x	-	x	-	x	-	x	-	x	-	x	-	x	-	x	-	x	-	x	x	x	x	-	-	-	-	-	-
Woman	-	x	-	x	-	x	-	x	-	x	-	x	-	x	-	x	-	x	-	x	-	-	-	-	-	-	-	-	-	-
Dragon	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	x	-	-	-	-	-
